,passenger_count,year,month,day,dayofweek,hour,minute,second,distance
1384,1,2011,4,23,5,23,23,58,4.551632843881158
10009,1,2012,2,23,3,16,9,0,1.327369240580028
11536,5,2010,7,27,1,8,18,0,0.7138636835747922
7860,1,2014,5,8,3,11,3,0,1.681305450667525
3010,1,2014,1,2,3,10,21,22,0.574460352971228
10893,1,2013,9,20,4,14,57,22,1.625389127533534
4815,2,2014,11,4,1,10,25,0,0.544917717885871
8760,1,2011,10,19,2,9,9,0,0.5419987486348317
10636,1,2013,8,3,5,14,27,17,1.278698065457752
15991,5,2011,8,5,4,21,10,0,1.548527056198661
12508,1,2014,9,5,4,15,47,28,1.5307335315183683
11780,1,2011,11,21,0,16,27,26,1.8944214993327417
4630,1,2011,5,13,4,8,0,57,1.5143003340565901
7031,1,2015,6,11,3,13,33,11,1.4122058111812277
12851,1,2011,5,2,0,5,10,53,0.7823592053877937
12806,1,2012,4,6,4,19,47,0,4.049087306856052
9601,5,2014,6,14,5,0,3,0,1.1746144218494101
500,1,2013,3,10,6,4,12,0,0.5538685676416919
11283,1,2012,11,27,1,17,29,0,1.3075981275132746
12147,1,2009,2,15,6,0,54,0,3.8917260600602495
11441,1,2013,10,1,1,15,45,0,0.6387271972889127
8590,1,2010,1,13,2,18,10,0,1.2003753567154374
993,2,2015,2,6,4,14,44,35,3.5422957404041457
5750,5,2012,10,12,4,16,39,0,1.7639176652123458
1541,1,2009,3,25,2,6,20,33,0.8686939641520777
15652,2,2011,9,27,1,16,9,43,0.9289071810531717
8918,1,2009,12,20,6,18,54,0,0.8316832763689991
11988,1,2009,12,18,4,6,5,39,0.6272127593960372
11802,3,2010,10,29,4,18,45,46,2.760435274760786
8801,2,2009,6,15,0,13,30,21,0.719797169889583
14611,1,2010,3,22,0,11,31,24,0.4754952134518596
1077,6,2012,6,17,6,14,13,0,2.0261115629652173
4211,2,2011,9,26,0,6,52,0,6.124085485172218
4655,1,2009,2,25,2,18,3,18,2.903570929025365
1827,1,2014,10,31,4,14,14,47,0.7900614150879953
4275,1,2012,9,25,1,12,7,50,2.5353382726647826
1982,1,2011,12,3,5,14,42,25,1.5230811436150864
41,2,2011,10,15,5,10,55,24,3.113984020121759
6426,1,2009,5,18,0,7,3,0,1.0440004443960706
228,1,2014,1,31,4,4,49,53,1.1723829460941255
9425,1,2009,5,8,4,9,10,49,1.5710780599221321
10731,1,2010,10,15,4,13,28,0,0.5670989731568973
4623,1,2009,11,14,5,22,38,0,2.2680544469939927
13044,2,2015,1,27,1,18,29,20,1.5232858242421525
2420,3,2011,8,24,2,19,55,0,0.8675678915915899
3738,1,2010,1,11,0,13,30,58,1.704253933118211
8902,1,2009,4,5,6,16,51,34,0.5843813055364796
12322,1,2009,7,11,5,8,49,52,1.1010582771278659
269,3,2011,6,15,2,18,7,0,1.3173686308179897
7945,1,2014,11,23,6,11,34,0,0.3630835082622951
12563,2,2010,5,21,4,8,50,52,3.711470142000479
3802,1,2009,8,26,2,0,12,0,1.2974706371256102
16,1,2014,2,19,2,7,22,0,1.6195541879443542
4836,1,2010,6,20,6,16,11,51,0.6372651234225563
10114,1,2012,3,16,4,4,2,4,1.390467819065429
4845,1,2009,1,30,4,6,34,39,1.4942289215325453
8956,2,2010,4,9,4,23,45,0,0.8529080652252734
11817,1,2013,12,4,2,20,14,41,0.8812195752606545
13100,1,2013,6,27,3,11,52,20,0.28045706158802014
5872,5,2011,9,12,0,18,28,0,2.6253919516063644
11198,1,2013,4,16,1,19,41,11,0.5208500323083152
5806,1,2010,1,21,3,12,15,0,0.8392114709142238
11440,1,2013,4,12,4,14,59,30,2.667756290686149
9501,1,2011,9,28,2,12,49,0,0.5583939376360151
9896,1,2013,3,18,0,8,58,4,0.8919171885960846
3242,1,2012,3,27,1,11,51,15,3.0658205190724246
5073,2,2015,3,15,6,2,49,7,3.169589536066759
14647,1,2009,11,28,5,17,39,4,1.9752039230170886
3033,2,2009,5,3,6,10,42,0,2.1285517965384053
3548,1,2009,12,10,3,19,12,26,2.7131530644524973
4438,3,2010,4,10,5,18,46,0,2.218350793790511
271,1,2012,9,6,3,13,41,0,0.5619853686634432
14603,5,2009,4,9,3,16,53,0,8.64322472075983
100,1,2014,11,12,2,12,40,29,1.5159498859386804
10829,2,2014,7,9,2,20,40,14,1.134735290368888
7740,1,2012,6,26,1,15,15,43,1.2384869245260048
5179,1,2009,9,15,1,13,16,31,6.422335652122694
12765,1,2013,3,22,4,17,36,0,1.6764719112694368
10394,1,2015,1,19,0,18,29,22,0.7104200484126085
10584,1,2012,7,28,5,9,46,2,4.875881077607705
732,1,2015,3,1,6,2,8,36,0.925906647532303
10265,1,2015,4,28,1,15,41,41,0.6514974804869788
5200,1,2015,1,17,5,19,50,47,1.6257037358856425
2601,1,2014,8,31,6,13,32,24,3.257589602625329
2520,1,2011,4,19,1,16,49,49,0.8783182843094145
5205,1,2010,3,6,5,8,33,6,1.6762769822703993
392,6,2014,7,8,1,20,16,0,1.2075170994699758
12084,1,2012,4,26,3,13,7,53,0.5701719446658242
14973,1,2009,11,7,5,23,16,1,0.8905838967166302
4318,1,2014,10,15,2,20,25,51,1.8053366534209039
13043,1,2011,9,30,4,6,54,0,0.661193776325376
12475,1,2015,4,24,4,20,28,11,0.7195377814595043
15202,1,2014,1,5,6,3,42,11,0.5880824111509521
9491,1,2014,8,7,3,23,30,0,2.151260203534274
4778,1,2009,10,14,2,9,7,50,0.6591672439256959
4129,5,2010,12,5,6,15,7,0,1.7108716948702243
10687,1,2009,2,6,4,12,4,0,1.9314961779717377
9982,2,2012,2,26,6,17,3,11,1.2185603685237707
8188,1,2011,9,12,0,12,39,54,0.32423706027256066
5944,1,2011,2,16,2,10,30,0,0.6308735326715911
11358,2,2009,1,27,1,6,45,0,1.0693020190445375
2669,1,2014,7,27,6,4,41,0,1.2932863909721404
12058,2,2014,12,30,1,18,33,16,2.4775772608403024
15731,1,2012,1,4,2,19,6,0,1.0888337791002791
13311,4,2011,4,30,5,13,2,15,1.8862154645395222
14915,1,2010,7,20,1,11,40,0,1.6171907035129227
13159,1,2013,8,25,6,6,47,47,2.252092693395282
10356,1,2012,12,1,5,16,1,0,3.677572592965686
1249,1,2013,7,12,4,11,32,34,0.4992818513881153
5650,1,2010,9,26,6,14,7,0,2.06814649496723
11029,1,2013,8,16,4,10,32,0,1.5427932174607475
1619,3,2009,11,1,6,6,36,0,12.485458112417362
10974,4,2011,10,1,5,0,5,0,0.5596423767146913
15983,1,2009,8,25,1,21,53,0,5.578715218945596
1473,3,2014,12,2,1,13,11,0,1.9375868341150075
14243,5,2009,4,23,3,23,1,0,0.6085282564920002
5112,6,2013,7,19,4,17,55,0,3.204011046414754
8180,1,2010,3,7,6,9,36,34,2.4123495586487302
11360,1,2013,3,6,2,23,6,0,1.530353389959675
7970,1,2012,5,6,6,0,22,0,1.6690978965375913
1594,6,2009,8,26,2,0,55,0,0.5422577799157389
7238,1,2015,5,28,3,13,48,21,2.745213599245281
3697,2,2012,8,16,3,11,38,52,1.5895011152981482
14883,1,2013,4,8,0,23,9,0,0.4024478359162579
14003,2,2011,1,15,5,17,40,6,3.5280264764757527
1088,1,2013,5,24,4,21,29,56,2.194585388539164
8436,1,2009,9,18,4,7,46,27,0.9393071819963966
8903,2,2012,3,25,6,19,43,0,1.3262425813267231
10086,1,2010,8,13,4,6,52,12,0.8577202361102044
4914,1,2011,3,9,2,14,2,41,0.4636611256053249
1403,1,2013,12,16,0,13,22,39,0.5199826090634843
3115,1,2010,7,24,5,15,39,0,1.5424554837885878
9636,1,2014,2,13,3,11,33,52,0.846320092744098
6717,1,2013,3,1,4,20,53,52,1.8706065298802388
12505,1,2012,3,15,3,16,22,0,0.8706917233428518
13982,1,2009,12,24,3,12,44,22,1.76545415054567
1128,1,2013,12,15,6,18,24,0,5.131324731207725
2282,1,2011,12,24,5,14,6,51,1.2818652187240005
8100,1,2010,6,27,6,0,23,0,0.38020604127535246
1359,4,2010,3,20,5,20,12,49,2.1672742291685254
13169,1,2010,1,24,6,1,50,51,0.6447968458708572
14339,1,2015,5,25,0,19,11,10,1.6107305112673833
13056,2,2012,10,23,1,10,7,16,1.7836342525480275
1097,1,2009,9,2,2,20,33,0,1.5156871502189664
3006,3,2012,6,17,6,4,7,0,1.8643463705079806
15431,1,2013,9,4,2,19,26,56,1.3465614870922913
6089,1,2014,12,16,1,21,7,51,1.2212952829754784
9932,1,2012,3,11,6,18,55,30,0.950917556761897
9182,1,2012,10,27,5,0,19,0,3.894867696440797
10956,1,2015,3,10,1,22,38,59,2.023197100909326
5134,1,2013,10,18,4,19,5,0,2.037753914050789
15631,1,2009,11,5,3,0,54,55,1.3347921790523576
9293,1,2013,10,30,2,11,40,0,0.7427387690414764
10926,2,2012,6,23,5,3,8,0,3.1122941557289923
1540,1,2009,9,18,4,22,35,9,1.7769415937727049
13286,2,2012,7,12,3,21,51,0,0.5740227648754522
11286,2,2011,8,26,4,14,0,0,0.7524382791948543
1627,1,2010,9,1,2,15,33,42,1.5248044509572776
1528,1,2013,1,8,1,21,41,0,1.6316771344884025
15844,1,2014,11,26,2,12,27,26,1.0817573637564317
6101,1,2011,1,6,3,0,37,33,4.133978316964458
1643,1,2011,5,25,2,11,16,0,7.702295511669134
11935,1,2014,4,20,6,12,28,32,1.0829347470524902
13750,1,2012,5,12,5,4,27,0,0.5340756990221737
4877,1,2011,4,7,3,13,42,21,1.1532712615609293
5774,5,2010,7,31,5,15,13,0,0.9055332899346841
6227,2,2009,12,10,3,15,37,0,1.5502092117906692
13289,1,2015,4,26,6,0,57,59,0.6593713107980427
11476,1,2010,7,2,4,18,2,0,1.1182449805286618
1450,1,2012,11,20,1,6,24,44,0.8782913345741087
1784,5,2012,4,2,0,17,57,0,0.5581022478478718
15580,1,2011,6,21,1,15,18,43,3.0595116110650284
12599,5,2012,8,31,4,21,21,0,0.9163498865675248
10010,1,2013,1,5,5,10,51,16,2.6615888820871554
6862,1,2010,9,16,3,19,29,0,1.3942807704289104
12918,1,2011,3,9,2,20,18,0,1.4395909785765553
2422,1,2009,3,9,0,10,13,31,1.4031384498753943
11246,1,2014,3,31,0,15,22,0,0.6747181120579429
11577,1,2012,5,9,2,16,51,38,3.294594253839447
15088,5,2010,8,25,2,18,52,0,0.889830555630758
2941,1,2013,6,22,5,23,41,0,2.103320990491272
1438,1,2010,3,31,2,12,41,33,0.8230506095857836
9941,1,2013,12,17,1,21,25,10,2.7358173778361365
2236,1,2009,2,12,3,2,14,0,0.8522362653618142
5303,2,2009,7,21,1,15,6,20,2.3517184983023847
11876,1,2011,12,29,3,15,25,5,0.4499042573607775
15435,2,2011,1,10,0,20,34,57,0.8126834496130614
13960,1,2010,2,22,0,9,24,34,0.5530455780224885
11535,1,2010,4,23,4,13,3,0,0.5766238277392511
14516,5,2014,3,23,6,20,46,0,6.615433382894915
1069,1,2013,5,3,4,22,22,37,0.6908814189072849
3992,2,2009,1,16,4,9,24,46,0.7492337961536465
